G14   -3257421.30624,   17560000.68463,   19630127.09038,  -1.1163960e-04,      4.53789174e-09,       -17.44743,         7.41896,        23848310.36327,
G15   23778511.58788,     374351.18304,   11712617.52204,  -4.4369747e-05,     -3.23648191e-08,         1.40893,         2.80509,        20899687.40486,
G17    6746124.48488,   18846853.99412,   17860759.20468,   6.3841688e-04,     -2.07140052e-08,       -17.96117,         4.28897,        22581255.09788,
G19   15057896.89585,   19397536.80949,   10164188.11920,   1.8555196e-04,      2.11722260e-08,       -17.88000,         4.51856,        22607534.98105,
G23   11866427.86257,  -18889100.94265,   14318901.80433,  -3.3507057e-05,      2.90803683e-09,        19.39250,         4.79246,        22775935.03734,
G24   14604913.90032,   -7473381.97069,   20512039.75309,   1.9332180e-04,     -1.39478343e-08,         8.41259,         2.63932,        20326797.41210,
G28    5890635.08253,   14130759.42700,   22217142.99148,   3.3552191e-04,     -1.04281015e-08,       -13.40453,         3.46842,        22120506.87935,
 <2022/07/19/ 00:01:00,
G10    1162724.90288,  -16858548.70641,   20560083.63017,  -4.9674470e-04,      1.70584712e-08,        16.60378,         5.86572,        23547573.28994,
G12   24521393.59199,   -9264328.98306,    3651261.49563,  -2.4852935e-04,      1.77212091e-08,        10.90778,         4.69746,        22728564.78317,
G13   22743711.46592,   12715081.37888,    5464068.44445,   3.5107094e-04,     -1.29666810e-08,       -10.75901,         4.17044,        22356759.64525,
G14   -3325402.46201,   17591616.39300,   19590071.61247,  -1.1163959e-04,      4.52985560e-09,       -17.48348,         7.49550,        23867413.45264,
G15   23817860.39186,     400356.23595,   11635281.24286,  -4.4369673e-05,     -3.23835420e-08,         1.38639,         2.81196,        20912020.21268,
G17    6689321.80065,   18813995.94992,   17918230.38675,   6.3841711e-04,     -2.06136334e-08,       -17.93322,         4.28616,        22580550.61282,
G19   15022357.83413,   19378930.10386,   10249101.03364,   1.8555211e-04,      2.11779591e-08,       -17.86443,         4.49965,        22594405.33324,
G23   11915951.89125,  -18912740.15148,   14246117.52452,  -3.3507125e-05,      2.88779890e-09,        19.41936,         4.80487,        22783048.97431,
G24   14615038.75151,   -7393123.76839,   20534819.12621,   1.9332138e-04,     -1.40599832e-08,         8.33472,         2.63416,        20319014.29067,
G28    5817303.62065,   14164923.81074,   22215337.10397,   3.3552216e-04,     -1.02716361e-08,       -13.44348,         3.48088,        22134351.02603,
 <2022/07/19/ 00:01:30,
G10    1230917.77175,  -16895249.29628,   20524841.09915,  -4.9674509e-04,      1.70783700e-08,        16.64483,         5.85487,        23542745.56617,
G12   24511362.05303,   -9250516.31941,    3745872.02073,  -2.4852956e-04,      1.76849355e-08,        10.89350,         4.66495,        22708552.45522,
G13   22756184.72720,   12733531.71827,    5371584.77195,   3.5107119e-04,     -1.29429339e-08,       -10.77616,         4.19372,        22375295.66306,
G14   -3393197.29457,   17623275.73464,   19549640.12832,  -1.1163958e-04,      4.52173251e-09,       -17.51956,         7.57278,        23886547.03180,
G15   23856977.99886,     426183.84202,   11557720.90239,  -4.4369599e-05,     -3.24016415e-08,         1.36401,         2.81858,        20924446.74985,
G17    6632283.09016,   18781127.51703,   17975368.67080,   6.3841734e-04,     -2.05128787e-08,       -17.90528,         4.28298,        22579954.72286,
G19   14986521.85904,   19360201.88353,   10333818.01071,   1.8555227e-04,      2.11832874e-08,       -17.84876,         4.48047,        22581366.61215,
G23   11965200.13434,  -18936321.68108,   14173058.80455,  -3.3507193e-05,      2.86750534e-09,        19.44615,         4.81694,        22790270.50216,
G24   14625295.58704,   -7312799.21320,   20557192.00072,   1.9332096e-04,     -1.41718538e-08,         8.25679,         2.62874,        20311306.47683,
G28    5744043.54271,   14199218.03448,   22213125.50787,   3.3552241e-04,     -1.01149831e-08,       -13.48255,         3.49305,        22148251.40319,
 <2022/07/19/ 00:02:00,
G10    1298932.40295,  -16932007.20180,   20489207.90939,  -4.9674548e-04,      1.70979437e-08,        16.68592,         5.84596,        23538027.10153,
G12   24501034.23212,   -9236524.34378,    3840410.02864,  -2.4852977e-04,      1.76483196e-08,        10.87902,         4.63422,        22688589.74135,
G13   22768414.50310,   12751746.89022,    5278998.96509,   3.5107143e-04,     -1.29189408e-08,       -10.79309,         4.21849,        22393885.17293,
G14   -3460804.63700,   17654977.42641,   19508833.40422,  -1.1163957e-04,      4.51352263e-09,       -17.55567,         7.65388,        23905711.12004,
G15   23895863.15278,     451834.64323,   11479938.03612,  -4.4369525e-05,     -3.24191171e-08,         1.34178,         2.82607,        20936966.66585,
G17    6575009.11267,   18748250.22063,   18032173.03380,   6.3841758e-04,     -2.04117429e-08,       -17.87735,         4.28116,        22579465.65652,
G19   14950388.92155,   19341353.67166,   10418337.40638,   1.8555242e-04,      2.11882107e-08,       -17.83299,         4.46281,        22568415.95102,
G23   12014172.13031,  -18959843.97582,   14099727.04763,  -3.3507261e-05,      2.84715655e-09,        19.47285,         4.83059,        22797598.20494,
G24   14635684.56340,   -7232410.10100,   20579157.96744,   1.9332055e-04,     -1.42834439e-08,         8.17880,         2.62411,        20303674.61120,
G28    5670856.40872,   14233641.33480,   22210508.26654,   3.3552266e-04,     -9.95814536e-09,       -13.52174,         3.50635,        22162209.23039,
 <2022/07/19/ 00:02:30,
G10    1366767.57795,  -16968821.08550,   20453184.70050,  -4.9674587e-04,      1.71171919e-08,        16.72705,         5.83801,        23533418.94157,
G12   24490411.01843,   -9222351.94737,    3934873.68243,  -2.4852999e-04,      1.76113621e-08,        10.86434,         4.60445,        22668680.25050,
G13   22780399.62434,   12769727.72138,    5186312.79090,   3.5107168e-04,     -1.28947021e-08,       -10.80981,         4.24408,        22412525.45901,
G14   -3528223.33170,   17686720.17997,   19467652.21307,  -1.1163957e-04,      4.50522610e-09,       -17.59180,         7.73763,        23924902.40956,
G15   23934514.60466,     477309.29016,   11401934.18200,  -4.4369449e-05,     -3.24359688e-08,         1.31970,         2.83398,        20949579.61485,
G17    6517500.63611,   18715365.58185,   18088642.45986,   6.3841781e-04,     -2.03102279e-08,       -17.84942,         4.27998,        22579085.19961,
G19   14913958.98313,   19322386.99309,   10502657.58138,   1.8555258e-04,      2.11927290e-08,       -17.81712,         4.44592,        22555556.57960,
G23   12062867.42918,  -18983305.47937,   14026123.66111,  -3.3507330e-05,      2.82675292e-09,        19.49946,         4.84504,        22805029.64785,
G24   14646205.82761,   -7151958.22778,   20600716.62595,   1.9332013e-04,     -1.43947512e-08,         8.10076,         2.61982,        20296118.35729,
G28    5597743.77290,   14268192.94011,   22207485.45035,   3.3552292e-04,     -9.80112578e-09,       -13.56105,         3.52019,        22176221.82064,
 <2022/07/19/ 00:03:00,
G10    1434422.08635,  -17005689.60361,   20416772.11958,  -4.9674626e-04,      1.71361142e-08,        16.76822,         5.82868,        23528927.11043,
G12   24479493.31041,   -9207998.02798,    4029261.14628,  -2.4853020e-04,      1.75740636e-08,        10.84946,         4.57380,        22648820.00474,
G13   22792138.92871,   12787475.04688,    5093528.01801,   3.5107192e-04,     -1.28702184e-08,       -10.82632,         4.26878,        22431218.93470,
G14   -3595452.22938,   17718502.70132,   19426097.33500,  -1.1163956e-04,      4.49684310e-09,       -17.62796,         7.82098,        23944125.06975,
G15   23972931.11210,     502608.44161,   11323710.88166,  -4.4369373e-05,     -3.24521962e-08,         1.29779,         2.84115,        20962285.39358,
G17    6459758.43793,   18682475.11815,   18144775.93939,   6.3841805e-04,     -2.02083358e-08,       -17.82151,         4.27771,        22578813.31438,
G19   14877232.01632,   19303303.37454,   10586776.89986,   1.8555273e-04,      2.11968420e-08,       -17.80117,         4.42799,        22542787.33442,
G23   12111285.59181,  -19006704.63432,   13952250.05766,  -3.3507398e-05,      2.80629483e-09,        19.52601,         4.85833,        22812566.75745,
G24   14656859.51708,   -7071445.39091,   20621867.58420,   1.9331972e-04,     -1.45057736e-08,         8.02268,         2.61482,        20288638.43440,
G28    5524707.18486,   14302872.07018,   22204057.13669,   3.3552317e-04,     -9.64392722e-09,       -13.60048,         3.53315,        22190289.95017,
 <2022/07/19/ 00:03:30,
G10    1501894.72491,  -17042611.40554,   20379970.82182,  -4.9674665e-04,      1.71547103e-08,        16.80944,         5.81922,        23524543.99402,
G12   24468282.01591,   -9193461.49036,    4123570.58395,  -2.4853042e-04,      1.75364249e-08,        10.83439,         4.54327,        22629012.42814,
G13   22803631.26096,   12804989.70993,    5000646.41818,   3.5107217e-04,     -1.28454900e-08,       -10.84262,         4.29351,        22449963.15783,
G14   -3662490.18803,   17750323.69035,   19384169.55804,  -1.1163955e-04,      4.48837378e-09,       -17.66415,         7.90564,        23963379.28259,
G15   24011111.43861,     527732.76406,   11245269.68169,  -4.4369297e-05,     -3.24677992e-08,         1.27603,         2.84821,        20975083.71495,
G17    6401783.30608,   18649580.34385,   18200572.46813,   6.3841828e-04,     -2.01060684e-08,       -17.79362,         4.27528,        22578648.07847,
G19   14840208.00534,   19284104.34490,   10670693.72804,   1.8555288e-04,      2.12005496e-08,       -17.78513,         4.41002,        22530107.68161,
G23   12159426.18908,  -19030039.88195,   13878107.65639,  -3.3507466e-05,      2.78578268e-09,        19.55247,         4.87153,        22820210.40218,
G24   14667645.75940,   -6990873.39041,   20642610.45818,   1.9331931e-04,     -1.46165090e-08,         7.94455,         2.60970,        20281234.50449,
G28    5451748.19069,   14337677.93553,   22200223.41006,   3.3552342e-04,     -9.48655257e-09,       -13.64003,         3.54601,        22204414.54097,
 <2022/07/19/ 00:04:00,
G10    1569184.29863,  -17079585.13450,   20342781.46989,  -4.9674704e-04,      1.71729797e-08,        16.85069,         5.81170,        23520273.27246,
G12   24456778.05199,   -9178741.24600,    4217800.16035,  -2.4853063e-04,      1.74984467e-08,        10.81910,         4.51444,        22609257.96034,
G13   22814875.47303,   12822272.56213,    4907669.76473,   3.5107242e-04,     -1.28205175e-08,       -10.85871,         4.31979,        22468758.64501,
G14   -3729336.07401,   17782181.84138,   19341869.67744,  -1.1163954e-04,      4.47981830e-09,       -17.70035,         7.99447,        23982657.62861,
G15   24049054.35439,     552682.93215,   11166612.13235,  -4.4369220e-05,     -3.24827777e-08,         1.25441,         2.85617,        20987973.76157,
G17    6343576.03802,   18616682.76950,   18256031.04815,   6.3841852e-04,     -2.00034277e-08,       -17.76573,         4.27421,        22578593.18588,
G19   14802886.94556,   19264791.43484,   10754406.43562,   1.8555304e-04,      2.12038517e-08,       -17.76899,         4.39353,        22517521.79423,
G23   12207288.80274,  -19053309.66262,   13803697.88171,  -3.3507534e-05,      2.76521687e-09,        19.57884,         4.88634,        22827958.70707,
G24   14678564.67252,   -6910244.02751,   20662944.87233,   1.9331889e-04,     -1.47269551e-08,         7.86636,         2.60536,        20273906.83421,
G28    5378868.33171,   14372609.73806,   22195984.36198,   3.3552368e-04,     -9.32900470e-09,       -13.67970,         3.56002,        22218594.59785,
 <2022/07/19/ 00:04:30,
G10    1636289.62191,  -17116609.42816,   20305204.73336,  -4.9674743e-04,      1.71909221e-08,        16.89197,         5.80383,        23516115.42224,
G12   24444982.34469,   -9163836.21297,    4311948.04313,  -2.4853085e-04,      1.74601296e-08,        10.80362,         4.48553,        22589554.31082,
G13   22825870.42429,   12839324.46366,    4814599.83101,   3.5107266e-04,     -1.27953013e-08,       -10.87459,         4.34596,        22487606.09872,
G14   -3795988.76318,   17814075.84377,   19299198.49497,  -1.1163953e-04,      4.47117681e-09,       -17.73657,         8.08444,        24001964.83720,
G15   24086758.63693,     577459.62894,   11087739.78620,  -4.4369142e-05,     -3.24971314e-08,         1.23296,         2.86390,        21000955.52165,
G17    6285137.43974,   18583783.90132,   18311150.68872,   6.3841875e-04,     -1.99004157e-08,       -17.73786,         4.27283,        22578644.17982,
G19   14765268.84284,   19245366.17642,   10837913.39718,   1.8555319e-04,      2.12067483e-08,       -17.75276,         4.37681,        22505026.81479,
G23   12254873.02613,  -19076512.41624,   13729022.16207,  -3.3507603e-05,      2.74459778e-09,        19.60512,         4.90088,        22835809.96141,
G24   14689616.36491,   -6829559.10332,   20682870.45978,   1.9331848e-04,     -1.48371099e-08,         7.78814,         2.60078,        20266655.44445,
G28    5306069.14327,   14407666.67168,   22191340.09096,   3.3552393e-04,     -9.17128652e-09,       -13.71948,         3.57379,        22232827.75441,
 <2022/07/19/ 00:05:00,
G10    1703209.51745,  -17153682.91814,   20267241.28926,  -4.9674783e-04,      1.72085371e-08,        16.93329,         5.79567,        23512069.08058,
G12   24432895.82915,   -9148745.31618,    4406012.40116,  -2.4853106e-04,      1.74214743e-08,        10.78794,         4.45659,        22569904.06396,
G13   22836614.98140,   12856146.28299,    4721438.39189,   3.5107291e-04,     -1.27698420e-08,       -10.89027,         4.37205,        22506500.77389,
G14   -3862447.13986,   17846004.38144,   19256156.81962,  -1.1163952e-04,      4.46244950e-09,       -17.77282,         8.17568,        24021302.99312,
G15   24124223.07046,     602063.54553,   11008654.19937,  -4.4369064e-05,     -3.25108602e-08,         1.21165,         2.87144,        21014028.76801,
G17    6226468.32670,   18550885.24163,   18365930.40540,   6.3841899e-04,     -1.97970342e-08,       -17.71001,         4.27117,        22578803.44451,
G19   14727353.71417,   19225830.10334,   10921212.99081,   1.8555334e-04,      2.12092391e-08,       -17.73646,         4.35989,        22492624.76427,
G23   12302178.46344,  -19099646.58197,   13654081.93109,  -3.3507671e-05,      2.72392582e-09,        19.63133,         4.91518,        22843764.56037,
G24   14700800.93538,   -6748820.42005,   20702386.86211,   1.9331806e-04,     -1.49469710e-08,         7.70987,         2.59599,        20259480.90754,
G28    5233352.15590,   14442847.92168,   22186290.70253,   3.3552418e-04,     -9.01340089e-09,       -13.75938,         3.58735,        22247114.46454,
 <2022/07/19/ 00:05:30,
G10    1769942.81532,  -17190804.22943,   20228891.82268,  -4.9674822e-04,      1.72258243e-08,        16.97464,         5.78926,        23508135.42198,
G12   24420519.44979,   -9133467.48772,    4499991.40304,  -2.4853128e-04,      1.73824816e-08,        10.77204,         4.42917,        22550306.26092,
G13   22847108.01819,   12872738.89652,    4628187.22522,   3.5107316e-04,     -1.27441401e-08,       -10.90575,         4.39961,        22525448.21361,
G14   -3928710.09581,   17877966.13240,   19212745.46818,  -1.1163952e-04,      4.45363651e-09,       -17.80908,         8.27114,        24040666.94191,
G15   24161446.44535,     626495.38059,   10929356.93286,  -4.4368985e-05,     -3.25239639e-08,         1.19049,         2.87980,        21027193.30650,
G17    6167569.52471,   18517988.28937,   18420369.21921,   6.3841923e-04,     -1.96932853e-08,       -17.68217,         4.27074,        22579071.69916,
G19   14689141.58830,   19206184.75116,   11004303.59684,   1.8555349e-04,      2.12113242e-08,       -17.72006,         4.34432,        22480317.04813,
G23   12349204.72897,  -19122710.59790,   13578878.62880,  -3.3507740e-05,      2.70320139e-09,        19.65743,         4.93099,        22851823.14259,
G24   14712118.47290,   -6668029.78224,   20721493.72896,   1.9331765e-04,     -1.50565365e-08,         7.63156,         2.59191,        20252383.76387,
G28    5160718.89635,   14478152.66429,   22180836.30929,   3.3552444e-04,     -8.85535072e-09,       -13.79939,         3.60198,        22261456.39335,
 <2022/07/19/ 00:06:00,
G10    1836488.35398,  -17227971.98109,   20190157.02615,  -4.9674861e-04,      1.72427834e-08,        17.01603,         5.78195,        23504313.82109,
G12   24407854.16006,   -9118001.66662,    4593883.21873,  -2.4853150e-04,      1.73431522e-08,        10.75594,         4.40124,        22530763.51941,
G13   22857348.41588,   12889103.18885,    4534848.11022,   3.5107341e-04,     -1.27181961e-08,       -10.92102,         4.42666,        22544443.58289,
G14   -3994776.53136,   17909959.76936,   19168965.26464,  -1.1163951e-04,      4.44473802e-09,       -17.84536,         8.36714,        24060059.49966,
G15   24198427.55888,     650755.84073,   10849849.55110,  -4.4368905e-05,     -3.25364424e-08,         1.16948,         2.88767,        21040448.12267,
G17    6108441.86897,   18485094.53945,   18474466.15757,   6.3841946e-04,     -1.95891708e-08,       -17.65436,         4.26959,        22579447.03619,
G19   14650632.50511,   19186431.65695,   11087183.59925,   1.8555365e-04,      2.12130034e-08,       -17.70359,         4.32809,        22468101.56287,
G23   12395951.44793,  -19145702.90152,   13503413.70034,  -3.3507808e-05,      2.68242487e-09,        19.68345,         4.94605,        22859983.00910,
G24   14723569.05678,   -6587188.99531,   20740190.71844,   1.9331724e-04,     -1.51658042e-08,         7.55322,         2.58735,        20245362.72765,
G28    5088170.88638,   14513580.06724,   22174977.03091,   3.3552469e-04,     -8.69713889e-09,       -13.83952,         3.61603,        22275851.38482,
 <2022/07/19/ 00:06:30,
G10    1902844.98147,  -17265184.78682,   20151037.59905,  -4.9674900e-04,      1.72594140e-08,        17.05745,         5.77415,        23500606.26174,
G12   24394900.92223,   -9102346.79875,    4687686.02101,  -2.4853171e-04,      1.73034868e-08,        10.73964,         4.37310,        22511273.26469,
G13   22867335.06331,   12905240.05295,    4441422.82608,   3.5107365e-04,     -1.26920104e-08,       -10.93608,         4.45347,        22563489.48953,
G14   -4060645.35647,   17941983.96027,   19124817.03941,  -1.1163950e-04,      4.43575419e-09,       -17.88166,         8.46430,        24079477.71333,
G15   24235165.21575,     674845.64087,   10770133.62078,  -4.4368825e-05,     -3.25482956e-08,         1.14863,         2.89524,        21053792.52040,
G17    6049086.20312,   18452205.48221,   18528220.25508,   6.3841970e-04,     -1.94846929e-08,       -17.62658,         4.26800,        22579931.68722,
G19   14611826.51505,   19166572.35890,   11169851.38698,   1.8555380e-04,      2.12142765e-08,       -17.68703,         4.31152,        22455981.66880,
G23   12442418.25711,  -19168621.93012,   13427688.59481,  -3.3507877e-05,      2.66159668e-09,        19.70938,         4.96070,        22868247.64539,
G24   14735152.75682,   -6506299.86435,   20758477.49737,   1.9331683e-04,     -1.52747718e-08,         7.47483,         2.58249,        20238419.33603,
G28    5015709.64160,   14549129.29036,   22168712.99398,   3.3552494e-04,     -8.53876831e-09,       -13.87976,         3.62974,        22290297.91371,
 <2022/07/19/ 00:07:00,
G10    1969011.55430,  -17302441.25451,   20111534.24818,  -4.9674940e-04,      1.72757158e-08,        17.09888,         5.76910,        23497010.30020,
G12   24381660.70748,   -9086501.83703,    4781397.98400,  -2.4853193e-04,      1.72634862e-08,        10.72312,         4.34722,        22491837.94749,
G13   22877066.85681,   12921150.38991,    4347913.15337,   3.5107390e-04,     -1.26655836e-08,       -10.95094,         4.48259,        22582584.04810,
G14   -4126315.48970,   17974037.36785,   19080301.63007,  -1.1163949e-04,      4.42668520e-09,       -17.91796,         8.56747,        24098919.51868,
G15   24271658.22759,     698765.50372,   10690210.71205,  -4.4368744e-05,     -3.25595234e-08,         1.12792,         2.90414,        21067227.97827,
G17    5989503.38014,   18419322.60385,   18581630.55272,   6.3841994e-04,     -1.93798534e-08,       -17.59880,         4.26840,        22580523.77773,
G19   14572723.67972,   19146608.39656,   11252305.35257,   1.8555395e-04,      2.12151437e-08,       -17.67039,         4.29702,        22443956.42251,
G23   12488604.80420,  -19191466.12052,   13351704.76640,  -3.3507945e-05,      2.64071721e-09,        19.73520,         4.97776,        22876614.28342,
G24   14746869.63315,   -6425364.19524,   20776353.74097,   1.9331641e-04,     -1.53834374e-08,         7.39641,         2.57878,        20231552.69936,
G28    4943336.67258,   14584799.48501,   22162044.33209,   3.3552520e-04,     -8.38024187e-09,       -13.92011,         3.64517,        22304798.47401,
 <2022/07/19/ 00:07:30,
G10    2034987.02448,  -17339740.03549,   20071647.63484,  -4.9674979e-04,      1.72916883e-08,        17.14036,         5.76222,        23493527.37325,
G12   24368134.47786,   -9070465.72022,    4875017.40677,  -2.4853215e-04,      1.72231510e-08,        10.70640,         4.32012,        22472457.60710,
G13   22886542.71257,   12936835.12937,    4254320.75040,   3.5107415e-04,     -1.26389163e-08,       -10.96560,         4.51047,        22601727.66233,
G14   -4191785.94453,   18006118.69203,   19035419.82178,  -1.1163948e-04,      4.41753120e-09,       -17.95428,         8.67001,        24118390.82348,
G15   24307905.46069,     722516.19107,   10610082.29254,  -4.4368663e-05,     -3.25701257e-08,         1.10735,         2.91209,        21080752.33351,
G17    5929694.18325,   18386447.34304,   18634696.16763,   6.3842018e-04,     -1.92746542e-08,       -17.57106,         4.26739,        22581224.90771,
G19   14533324.01969,   19126541.28420,   11334544.00071,   1.8555410e-04,      2.12156047e-08,       -17.65367,         4.28119,        22432026.93009,
G23   12534510.80820,  -19214233.93913,   13275463.57356,  -3.3508014e-05,      2.61978684e-09,        19.76094,         4.99327,        22885083.11693,
G24   14758719.75197,   -6344383.68765,   20793819.15570,   1.9331600e-04,     -1.54917989e-08,         7.31796,         2.57418,        20224764.10921,
G28    4871053.38939,   14620589.84149,   22154971.17623,   3.3552545e-04,     -8.22156226e-09,       -13.96057,         3.65943,        22319350.87644,
 <2022/07/19/ 00:08:00,
G10    2100770.08899,  -17377079.62623,   20031378.58750,  -4.9675018e-04,      1.73073314e-08,        17.18185,         5.75754,        23490156.63713,
G12   24354323.25858,   -9054237.45855,    4968542.21557,  -2.4853237e-04,      1.71824821e-08,        10.68947,         4.29481,        22453131.93478,
G13   22895761.51666,   12952295.14641,    4160647.65105,   3.5107440e-04,     -1.26120088e-08,       -10.98006,         4.54026,        22620919.16444,
G14   -4257055.48154,   18038226.49937,   18990172.58652,  -1.1163948e-04,      4.40829240e-09,       -17.99061,         8.77799,        24137886.21103,
G15   24343905.64357,     746098.37761,   10529750.15379,  -4.4368581e-05,     -3.25801023e-08,         1.08694,         2.92110,        21094366.35209,
G17    5869659.64419,   18353581.26561,   18687416.01146,   6.3842042e-04,     -1.91690976e-08,       -17.54334,         4.26795,        22582033.46260,
G19   14493627.72445,   19106372.61762,   11416565.51115,   1.8555425e-04,      2.12156596e-08,       -17.63687,         4.26699,        22420190.92904,
G23   12580135.81562,  -19236923.76105,   13198966.68477,  -3.3508083e-05,      2.59880601e-09,        19.78657,         5.01071,        22893651.71246,
G24   14770703.12229,   -6263360.36578,   20810873.38688,   1.9331559e-04,     -1.55998539e-08,         7.23947,         2.57049,        20218053.06497,
G28    4798861.48589,   14656499.39854,   22147493.69297,   3.3552571e-04,     -8.06273281e-09,       -14.00114,         3.67508,        22333954.38493,
 <2022/07/19/ 00:08:30,
G10    2166359.71737,  -17414458.66659,   19990727.78277,  -4.9675058e-04,      1.73226446e-08,        17.22337,         5.74981,        23486900.10561,
G12   24340228.02977,   -9037816.00550,    5061970.71255,  -2.4853259e-04,      1.71414802e-08,        10.67233,         4.26739,        22433862.78489,
G13   22904722.20087,   12967531.38693,    4066895.51632,   3.5107465e-04,     -1.25848619e-08,       -10.99433,         4.56784,        22640159.98434,
G14   -4322123.13193,   18070359.47962,   18944560.72415,  -1.1163947e-04,      4.39896896e-09,       -18.02696,         8.88356,        24157409.93269,
G15   24379657.65696,     769512.84087,   10449215.77043,  -4.4368498e-05,     -3.25894533e-08,         1.06666,         2.92852,        21108068.92892,
G17    5809400.56502,   18320725.80166,   18739789.21465,   6.3842066e-04,     -1.90631854e-08,       -17.51566,         4.26619,        22582951.55536,
G19   14453634.83734,   19086103.91363,   11498368.39637,   1.8555440e-04,      2.12153083e-08,       -17.62001,         4.25057,        22408452.58790,
G23   12625479.56767,  -19259534.05220,   13122215.46887,  -3.3508152e-05,      2.57777512e-09,        19.81212,         5.02555,        22902321.44675,
G24   14782819.79075,   -6182295.93058,   20827516.15841,   1.9331518e-04,     -1.57076004e-08,         7.16095,         2.56535,        20211418.96482,
G28    4726762.36161,   14692527.32957,   22139612.02786,   3.3552596e-04,     -7.90375620e-09,       -14.04183,         3.68877,        22348610.32511,
 <2022/07/19/ 00:09:00,
G10    2231754.80111,  -17451875.74194,   19949695.95677,  -4.9675097e-04,      1.73376276e-08,        17.26491,         5.74519,        23483756.13747,
G12   24325849.79787,   -9021200.34278,    5155301.07844,  -2.4853280e-04,      1.71001460e-08,        10.65498,         4.24243,        22414647.99720,
G13   22913423.69205,   12982544.78398,    3973066.13119,   3.5107490e-04,     -1.25574760e-08,       -11.00838,         4.59808,        22659447.45020,
G14   -4386987.84969,   18102516.27552,   18898585.10019,  -1.1163946e-04,      4.38956105e-09,       -18.06330,         8.99623,        24176951.51051,
G15   24415160.34092,     792760.33470,   10368480.72544,  -4.4368414e-05,     -3.25981785e-08,         1.04654,         2.93749,        21121859.36021,
G17    5748917.83529,   18287882.42004,   18791814.84420,   6.3842089e-04,     -1.89569197e-08,       -17.48800,         4.26669,        22583976.53270,
G19   14413345.46437,   19065736.71634,   11579951.06460,   1.8555455e-04,      2.12145507e-08,       -17.60306,         4.23646,        22396810.02102,
G23   12670541.75600,  -19282063.24835,   13045211.39957,  -3.3508220e-05,      2.55669456e-09,        19.83755,         5.04314,        22911096.25664,
G24   14795069.77884,   -6101192.18983,   20843747.17939,   1.9331477e-04,     -1.58150364e-08,         7.08241,         2.56154,        20204863.20072,
G28    4654757.50571,   14728672.75284,   22131326.34245,   3.3552621e-04,     -7.74463536e-09,       -14.08262,         3.70444,        22363315.59532,
 <2022/07/19/ 00:09:30,
G10    2296954.23843,  -17489329.43091,   19908283.85421,  -4.9675137e-04,      1.73522801e-08,        17.30647,         5.74116,        23480725.42201,
G12   24311189.57850,   -9004389.45995,    5248531.49268,  -2.4853302e-04,      1.70584804e-08,        10.63741,         4.21804,        22395489.06828,
G13   22921864.92450,   12997336.27797,    3879161.28475,   3.5107515e-04,     -1.25298516e-08,       -11.02224,         4.62901,        22678781.71989,
G14   -4451648.59549,   18134695.52383,   18852246.58869,  -1.1163945e-04,      4.38006885e-09,       -18.09966,         9.11229,        24196521.54552,
G15   24450412.54162,     815841.61993,   10287546.60753,  -4.4368330e-05,     -3.26062778e-08,         1.02656,         2.94672,        21135738.92381,
